id,link,type,cdmid,title,format,rights,description,publisher,date,source,keywords,coverage,aprox,latitude,longitude,relation
Gale_Timber and Logging_22b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/53,Image;StillImage,53,Camp 7,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of railroad cars at camp 7, which is located near Bovill, Idaho.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1907,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",railroad cars; lumber camps,United States--Idaho--Latah County--Bovill,yes,46.860649,-116.394463,
Gale_Timber and Logging_23a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/54,Image;StillImage,54,Mess Car,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,View of the mess car at a logging camp. The tables can be seen set with dishes.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",railroad cars; lumber camps; mess halls,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_Timber and Logging_23b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/55,Image;StillImage,55,Mess Car,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,View of the mess car at PLC camp 14. The tables can be seen set with dishes and two cooks can be seen standing at the end of the car.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",railroad cars; lumber camps; mess halls,United States--Idaho--Latah County,yes,,,
Gale_Timber and Logging_24,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/56,Image;StillImage,56,Mess Hall,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,View of the mess hall at a logging camp. Four of the cooks can be seen standing next to fully set tables.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; mess halls,United States--Idaho--Latah County,yes,,,Gale File
Gale_DeepCreek1-24a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/57,Image;StillImage,57,George Whitney's Father,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,Manley Whitney and Ed Chestly sit together in chairs.  Manley Whitney was George Whitney's Father. He died around 1930.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1920,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Timber and Logging_25a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/58,Image;StillImage,58,Cook House Crew,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"The cook house crew at Camp 11, which is located north of Bovill, Idaho. Jim Marko, the head cook, is standing on the center and Daisy and Maude are standing to his left.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",cooks; lumber camps,United States--Idaho--Latah County--Bovill,yes,46.860649,-116.394463,
Gale_Timber and Logging_25b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/59,Image;StillImage,59,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of logs stacked up at Camp 8, which is located near Bovill, Idaho. A few log cabins can be seen behind the stacks of logs.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",logs; lumber camps,United States--Idaho--Latah County--Bovill,yes,46.860649,-116.394463,Gale File
Gale_Timber and Logging_27,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/60,Image;StillImage,60,Logging Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of one of the earliest PLC logging camps, which is located near Harvard, Idaho. A man can be seen walking in front of the log cabins.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1905,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; log cabins,United States--Idaho--Latah County--Harvard,yes,46.918141,-116.729174,Potlatch Corp.
Gale_Timber and Logging_26,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/61,Image;StillImage,61,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of loggers standing outside a few log cabins at a PLC camp.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; log cabins,United States--Idaho--Latah County,yes,,,Gale File
Gale_Timber and Logging_28,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/62,Image;StillImage,62,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of loggers standing outside a few log cabins at a PLC camp.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps,United States--Idaho--Latah County,yes,,,
Gale_Timber and Logging_29b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/63,Image;StillImage,63,Camp 7,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of Camp 7, which is located on Moose Creek near Bovill, Idaho. Log cabins are scattered around and a railroad runs through the camp.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1908,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; log cabins; railroads,United States--Idaho--Latah County,yes,46.870753,-116.412149,
Gale_Timber and Logging_30,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/64,Image;StillImage,64,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of men sitting in a cabin at one of the PLC camps.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; log cabins; men,United States--Idaho--Latah County,yes,,,Gale File
Gale_Timber and Logging_31,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/65,Image;StillImage,65,Potlatch Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of men posing together at one of the early Potlatch camps. Tents can be seen constructed next to them and piles of wood sitting behind them.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; men; tents,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_Timber and Logging_29a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/66,Image;StillImage,66,Camp 6,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of Camp 6, which is located near Helmer, Idaho. A group of people can be seen standing in front the log cabins.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; log cabins,United States--Idaho--Latah County--Helmer,yes,46.800727,-116.470137,Gale File
Gale_Timber and Logging_32,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/67,Image;StillImage,67,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of men sitting around a heater in one of the cabins at a PLC camp. Socks and other clothes can be seen hanging from the rafters.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",lumber camps; men,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_DeepCreek1-24b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/68,Image;StillImage,68,"Iva, George, and Della",image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Iva (Burdon) Homerson, George Whitney, and Della (Wood) Dial standing together. Photograph taken about 1911.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1911,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Timber and Logging_33,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/69,Image;StillImage,69,Potlatch Headquarters,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of PLC headquarters, located in Bovill, Idaho. Log cabins and log piles can be seen scattered around the camp. A railroad runs through the camp.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",corporate headquarters; railroads; logs,United States--Idaho--Latah County--Bovill,yes,46.860649,-116.394463,Gale File
Gale_Timber and Logging_34a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/70,Image;StillImage,70,Bovill School,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,"View of the first school in Bovill, Idaho. A woman can be seen standing outside of the school.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1908,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",schools,United States--Idaho--Latah County--Bovill,yes,46.859339,-116.393784,Potlatch Corp.
Gale_Timber and Logging_34b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/71,Image;StillImage,71,Summer Visitors,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,Group of Weyerhaeuser annual summer visitors standing in the Bovill woods.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",woods; visitors,United States--Idaho--Latah County--Bovill,yes,46.86068,-116.388806,Potlatch Corp.
Gale_Timber and Logging_35a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/72,Image;StillImage,72,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of people standing on a few logs at a PLC camp. In the distance a train can be seen approaching on the railroad tracks.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",railroads,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_Timber and Logging_35b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/73,Image;StillImage,73,PLC Camp,image/jpg,https://creativecommons.org/publicdomain/mark/1.0/,A group of people standing on the railroads in a PLC camp. A few of the people can be seen sitting on logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1910,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",railroads,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_Timber and Logging_36,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/74,Image;StillImage,74,Skidding Logs,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Horses pulling logs on a dolly. One man is standing on top of the logs and another man, identified as Axel Anderson is standing next to the horses.","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1932,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Potlatch Corp.
Gale_Timber and Logging_37a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/75,Image;StillImage,75,Skidding Logs,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Four horses pulling logs in the snow. One man is sitting on top of the logs and another man is standing next to the stack of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Gale File
Gale_Timber and Logging_37b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/76,Image;StillImage,76,Skidding Logs,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Horses pulling logs in the snow. Four men are standing and sitting on top of the logs and another man is standing next to the stack of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Gale File
Gale_Timber and Logging_38a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/77,Image;StillImage,77,Roller Skidding,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Horses pulling logs that are on wheels. A man can be seen standing on top of the stack of logs guiding the horses.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Gale File
Gale_Timber and Logging_38b,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/78,Image;StillImage,78,Skidding Logs,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Horses pulling logs on a dolly.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Gale File
Gale_DeepCreek1-25,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/79,Image;StillImage,79,Bill Decker,image/jpeg,https://creativecommons.org/publicdomain/mark/1.0/,"Bill Decker, a travelling photographer in the Deep Creek area, posing for a photograph.  Photograph taken in 1908","University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1908,"Lee Gale Scapbooks: Deep Creek 1, Potlatch Historical Society",,United States--Idaho--Latah County--Deep Creek,yes,,,
Gale_Timber and Logging_39a,https://digital.lib.uidaho.edu:80/cdm/ref/collection/phs/id/80,Image;StillImage,80,Hauling Logs,image/jpg,https://rightsstatements.org/vocab/InC-EDU/1.0/,Horses hauling logs on a dolly to the rollways. A man can be seen standing on top of the stack of logs.,"University of Idaho Library Digital Initiatives, https://www.lib.uidaho.edu/digital/",1930,"Lee Gale Scrapbooks: Timber and Logging, Potlatch Historical Society",horses; logs,United States--Idaho--Latah County,yes,,,Gale File
